"arXiv:1805.01743","Amirmasoud Ahmadi, Mahsa Behroozi, Vahid Shalchyan, Mohammad Reza Daliri","eess.SP","Electroencephalogram, an influential equipment for analyzing humans activities and recognition of seizure attacks can play a crucial role in designing accurate systems which can distinguish ictal seizures from regular brain alertness, since it is the first step towards accomplishing a high accuracy computer aided diagnosis system (CAD). In this article a novel approach for classification of ictal signals with wavelet based cross frequency coupling (CFC) is suggested. After extracting features by wavelet based CFC, optimal features have been selected by t-test and quadratic discriminant analysis (QDA) have completed the Classification."
"arXiv:1805.01759","Yilei Shi, Xiao Xiang Zhu, Wotao Yin, Richard Bamler","eess.IV","$L_1$ regularization is used for finding sparse solutions to an underdetermined linear system. As sparse signals are widely expected in remote sensing, this type of regularization scheme and its extensions have been widely employed in many remote sensing problems, such as image fusion, target detection, image super-resolution, and others and have led to promising results. However, solving such sparse reconstruction problems is computationally expensive and has limitations in its practical use. In this paper, we proposed a novel efficient algorithm for solving the complex-valued $L_1$ regularized least squares problem. Taking the high-dimensional tomographic synthetic aperture radar (TomoSAR) as a practical example, we carried out extensive experiments, both with simulation data and real data, to demonstrate that the proposed approach can retain the accuracy of second order methods while dramatically speeding up the processing by one or two orders. Although we have chosen TomoSAR as the example, the proposed method can be generally applied to any spectral estimation problems."
"arXiv:1805.01511","Yongjun Liu, Guisheng Liao, Rick S. Blum, Zhiwei Yang","eess.SP","An integrated radar and communications system (IRCS) is considered where the radar target response and communications channel response are generally frequency selective but the corresponding frequency responses functions are not exactly known. In particular, these frequency responses are only known to lie in an uncertainty class. To ensure the IRCS simultaneously provides acceptable target classification performance and communications rate, a robust orthogonal frequency division multiplexing (OFDM) integrated radar and communications waveform design method is proposed. The approach finds a waveform that provides a sufficiently large weighted sum of the communications data information rate (DIR) and the conditional mutual information (MI) between the observed signal and the radar target over the entire uncertainty class. First, the conditional MI and DIR based on the integrated OFDM waveform are derived. Then, a robust OFDM integrated radar and communications waveform optimization problem based on the minimax design philosophy is developed such that closed-form solution is derived. Finally, several numerical results are presented to demonstrate the effectiveness of the proposed method."
"arXiv:1805.00625","Didan Deng, Yuqian Zhou, Jimin Pi, Bertram E. Shi","eess.IV","The integration of information across multiple modalities and across time is a promising way to enhance the emotion recognition performance of affective systems. Much previous work has focused on instantaneous emotion recognition. The 2018 One-Minute Gradual-Emotion Recognition (OMG-Emotion) challenge, which was held in conjunction with the IEEE World Congress on Computational Intelligence, encouraged participants to address long-term emotion recognition by integrating cues from multiple modalities, including facial expression, audio and language. Intuitively, a multi-modal inference network should be able to leverage information from each modality and their correlations to improve recognition over that achievable by a single modality network. We describe here a multi-modal neural architecture that integrates visual information over time using an LSTM, and combines it with utterance level audio and text cues to recognize human sentiment from multimodal clips. Our model outperforms the unimodal baseline, achieving the concordance correlation coefficients (CCC) of 0.400 on the arousal task, and 0.353 on the valence task."
"arXiv:1805.02500","Hosseinali Jamal, David W. Matolak","eess.SP","Filter bank multi-carrier (FBMC) offers superior spectral properties compared to cyclic-prefix orthogonal frequency-division multiplexing (CP-OFDM), at the cost of an inherent shortcoming in dispersive channels called intrinsic imaginary interference. In this paper we propose a new FBMC based communication system using two orthogonal polarizations for wireless communication systems: dual-polarization FBMC (DP-FBMC). Using this system we can significantly suppress the FBMC intrinsic interference. Therefore in DP-FBMC all the multicarrier techniques used in CP-OFDM systems for channel equalization, multiple-input/multiple-output (MIMO) processing, etc., should be applicable without using the complex processing methods required for conventional FBMC. DP-FBMC also has other interesting advantages over CP-OFDM and FBMC: it is more robust in dispersive channels, and also to receiver carrier frequency offset (CFO) and timing offset (TO). In our DP-FBMC system we propose three different structures based on different multiplexing techniques. We show that compared to conventional FBMC, one of these DP-FBMC structures has equivalent complexity and equipment requirements. We compare DP-FBMC with other systems through simulations. According to our results DP-FBMC has potential as a promising candidate for future wireless communication networks."
"arXiv:1805.02223","Cheng Qian, Xiao Fu, Nicholas D. Sidiropoulos, Ye Yang","eess.SP","The 3GPP suggests to combine dual polarized (DP) antenna arrays with the double directional (DD) channel model for downlink channel estimation. This combination strikes a good balance between high-capacity communications and parsimonious channel modeling, and also brings limited feedback schemes for downlink channel state information within reach---since such channel can be fully characterized by several key parameters. However, most existing channel estimation work under the DD model has not yet considered DP arrays, perhaps because of the complex array manifold and the resulting difficulty in algorithm design. In this paper, we first reveal that the DD channel with DP arrays at the transmitter and receiver can be naturally modeled as a low-rank tensor, and thus the key parameters of the channel can be effectively estimated via tensor decomposition algorithms.  On the theory side, we show that the DD-DP parameters are identifiable under very mild conditions, by leveraging identifiability of low-rank tensors. Furthermore, a compressed tensor decomposition algorithm is developed for alleviating the downlink training overhead. We show that, by using judiciously designed pilot structure, the channel parameters are still guaranteed to be identified via the compressed tensor decomposition formulation even when the size of the pilot sequence is much smaller than what is needed for conventional channel identification methods, such as linear least squares and matched filtering.  Numerical simulations are presented to showcase the effectiveness of the proposed methods."
"arXiv:1805.03501","Morteza Mehrnoush, Sumit Roy","eess.SP","With both small-cell LTE and 802.11 networks now available as alternatives for deployment in unlicensed bands at 5 GHz, investigation into their coexistence is a topic of great interest. 3GPP Rel. 14 has standardized LTE licensed assisted access (LAA) that seeks to make LTE more coexistence friendly with Wi-Fi by incorporating listen before talk (LBT). However, the fairness of Wi-Fi and LTE-LAA sharing is a topic that has not been adequately explored. In this work, we first investigate the 3GPP definition of fair coexistence in [1] via new analytical models. By tuning the LTE-LAA parameters, we exemplify scenarios when the 3GPP notion of fairness is achieved and conversely, when not achieved. The formal notions of access and proportional fairness is then considered for these scenarios to compare and contrast with the 3GPP definition."
"arXiv:1804.05611","Jin Woo Kim, Soo Young Shin, Victor C. M. Leung","eess.SP","In non-orthogonal multiple access (NOMA), cell-edge users experience significantly low spectral density because only some part of the total transmit power is allocated. This leads to low spectral efficiency for the paired users in NOMA. To overcome this problem, we propose an integration of NOMA and generalized space shift keying (GSSK), called NOMA-GSSK, to improve the spectral efficiency by exploiting the spatial domain. Spectral and energy efficiency, bit error rate (BER), and computational complexity of the proposed system were analyzed and compared to those of multiple-input multiple-output NOMA (MIMO-NOMA). It is shown that NOMA-GSSK outperforms MIMO-NOMA."
"arXiv:1804.06159","Tanmoy Roy, Tshilidzi Marwala, Snehashish Chakraverty","eess.AS","Precise detection of speech endpoints is an important factor which affects the performance of the systems where speech utterances need to be extracted from the speech signal such as Automatic Speech Recognition (ASR) system. Existing endpoint detection (EPD) methods mostly uses Short-Term Energy (STE), Zero-Crossing Rate (ZCR) based approaches and their variants. But STE and ZCR based EPD algorithms often fail in the presence of Non-speech Sound Artifacts (NSAs) produced by the speakers. Algorithms based on pattern recognition and classification techniques are also proposed but require labeled data for training. A new algorithm termed as Wavelet Convolution based Speech Endpoint Detection (WCSEPD) is proposed in this article to extract speech endpoints. WCSEPD decomposes the speech signal into high-frequency and low-frequency components using wavelet convolution and computes entropy based thresholds for the two frequency components. The low-frequency thresholds are used to extract voiced speech segments, whereas the high-frequency thresholds are used to extract the unvoiced speech segments by filtering out the NSAs. WCSEPD does not require any labeled data for training and can automatically extract speech segments. Experiment results show that the proposed algorithm precisely extracts speech endpoints in the presence of NSAs."
"arXiv:1804.05299","Vikram Bhattacharjee, Irfan Khan","eess.SP","This paper proposes a convex non-linear cost saving model for optimal economic dispatch in a microgrid. The mod-el incorporates energy storage degradation cost and intermittent renewable generation. Cell degradation cost being a non-linear model, its incorporation in an objective function alters the convexity of the optimization problem and stochastic algorithms are required for its solution. This paper builds on the scope for usage of macroscopically semi-empirical models for degradation cost in economic dispatch problems and proves that these cost models derived from the existing semi-empirical capacity fade equations for LiFePO4 cells are convex under some operating condi-tions. The proposed non-linear model was tested on two data sets of varying size which portray different trends of seasonality. The results show that the model reflects the trends of seasonality existing in the data sets and it mini-mizes the total fuel cost globally when compared to conventional systems of economic dispatch. The results thus indicate that the model achieves a more accurate estimate of fuel cost in the system and can be effectively utilized for cost analysis in power system applications."
"arXiv:1804.05307","Charilaos I. Kanatsoulis, Xiao Fu, Nicholas D. Sidiropoulos, Wing-Kin Ma","eess.SP","Hyperspectral super-resolution refers to the problem of fusing a hyperspectral image (HSI) and a multispectral image (MSI) to produce a super-resolution image (SRI) that has fine spatial and spectral resolution. State-of-the-art methods approach the problem via low-rank matrix approximations to the matricized HSI and MSI. These methods are effective to some extent, but a number of challenges remain. First, HSIs and MSIs are naturally third-order tensors (data "cubes") and thus matricization is prone to loss of structural information--which could degrade performance. Second, it is unclear whether or not these low-rank matrix-based fusion strategies can guarantee identifiability or exact recovery of the SRI. However, identifiability plays a pivotal role in estimation problems and usually has a significant impact on performance in practice. Third, the majority of the existing methods assume that there are known (or easily estimated) degradation operators applied to the SRI to form the corresponding HSI and MSI--which is hardly the case in practice. In this work, we propose to tackle the super-resolution problem from a tensor perspective. Specifically, we utilize the multidimensional structure of the HSI and MSI to propose a coupled tensor factorization framework that can effectively overcome the aforementioned issues. The proposed approach guarantees the identifiability of the SRI under mild and realistic conditions. Furthermore, it works with little knowledge of the degradation operators, which is clearly an advantage over the existing methods. Semi-real numerical experiments are included to show the effectiveness of the proposed approach."
"arXiv:1804.05937","Mehmet Ali Tugtekin Turan","eess.AS","The throat microphone is a body-attached transducer that is worn against the neck. It captures the signals that are transmitted through the vocal folds, along with the buzz tone of the larynx. Due to its skin contact, it is more robust to the environmental noise compared to the acoustic microphone that picks up the vibrations through air pressure, and hence the all interventions. The throat speech is partly intelligible, but gives unnatural and croaky sound. This thesis tries to recover missing frequency bands of the throat speech and investigates envelope and excitation mapping problem with joint analysis of throat- and acoustic-microphone recordings. A new phone-dependent GMM-based spectral envelope mapping scheme, which performs the minimum mean square error (MMSE) estimation of the acoustic-microphone spectral envelope, has been proposed. In the source-filter decomposition framework, we observed that the spectral envelope difference of the excitation signals of throat- and acoustic-microphone recordings is an important source of the degradation in the throat-microphone voice quality. Thus, we also model spectral envelope difference of the excitation signals as a spectral tilt vector, and propose a new phone-dependent GMM-based spectral tilt mapping scheme to enhance throat excitation signal. Experimental evaluations are performed to compare the proposed mapping scheme using both objective and subjective evaluations. Objective evaluations are performed with the log-spectral distortion (LSD) and the wide-band perceptual evaluation of speech quality (PESQ) metrics. Subjective evaluations are performed with A/B pair comparison listening test. Both objective and subjective evaluations yield that the proposed phone-dependent mapping consistently improves performances over the state-of-the-art GMM estimators."
"arXiv:1804.04614","Amirhossein Javaheri, Hadi Zayyani, Mario A. T. Figueiredo, Farrokh Marvasti","eess.SP","This paper investigates the problem of sparse signal recovery in the presence of additive impulsive noise. The heavytailed impulsive noise is well modelled with stable distributions. Since there is no explicit formulation for the probability density function of $SαS$ distribution, alternative approximations like Generalized Gaussian Distribution (GGD) are used which impose $\ell_p$-norm fidelity on the residual error. In this paper, we exploit a Continuous Mixed Norm (CMN) for robust sparse recovery instead of $\ell_p$-norm. We show that in blind conditions, i.e., in case where the parameters of noise distribution are unknown, incorporating CMN can lead to near optimal recovery. We apply Alternating Direction Method of Multipliers (ADMM) for solving the problem induced by utilizing CMN for robust sparse recovery. In this approach, CMN is replaced with a surrogate function and Majorization-Minimization technique is incorporated to solve the problem. Simulation results confirm the efficiency of the proposed method compared to some recent algorithms in the literature for impulsive noise robust sparse recovery."
"arXiv:1804.04719","Khalid El-Darymli, Peter McGuire, Desmond Power, Cecilia Moloney","eess.IV","Target detection is the front-end stage in any automatic target recognition system for synthetic aperture radar (SAR) imagery (SAR-ATR). The efficacy of the detector directly impacts the succeeding stages in the SAR-ATR processing chain. There are numerous methods reported in the literature for implementing the detector. We offer an umbrella under which the various research activities in the field are broadly probed and taxonomized. First, a taxonomy for the various detection methods is proposed. Second, the underlying assumptions for different implementation strategies are overviewed. Third, a tabular comparison between careful selections of representative examples is introduced. Finally, a novel discussion is presented, wherein the issues covered include suitability of SAR data models, understanding the multiplicative SAR data models, and two unique perspectives on constant false alarm rate (CFAR) detection: signal processing and pattern recognition. From a signal processing perspective, CFAR is shown to be a finite impulse response band-pass filter. From a statistical pattern recognition perspective, CFAR is shown to be a suboptimal one-class classifier: a Euclidian distance classifier and a quadratic discriminant with a missing term for one-parameter and two-parameter CFAR, respectively. We make a contribution toward enabling an objective design and implementation for target detection in SAR imagery."
"arXiv:1804.04763","Nan Cheng, Wenchao Xu, Weisen Shi, Yi Zhou, Ning Lu, Haibo Zhou,Xuemin,Shen","eess.SP","The ever-increasing mobile data demands have posed significant challenges in the current radio access networks, while the emerging computation-heavy Internet of things (IoT) applications with varied requirements demand more flexibility and resilience from the cloud/edge computing architecture. In this article, to address the issues, we propose a novel air-ground integrated mobile edge network (AGMEN), where UAVs are flexibly deployed and scheduled, and assist the communication, caching, and computing of the edge network. In specific, we present the detailed architecture of AGMEN, and investigate the benefits and application scenarios of drone-cells, and UAV-assisted edge caching and computing. Furthermore, the challenging issues in AGMEN are discussed, and potential research directions are highlighted."
"arXiv:1804.04262","Jaime Lorenzo-Trueba, Junichi Yamagishi, Tomoki Toda, Daisuke Saito, Fernando Villavicencio, Tomi Kinnunen, Zhenhua Ling","eess.AS","We present the Voice Conversion Challenge 2018, designed as a follow up to the 2016 edition with the aim of providing a common framework for evaluating and comparing different state-of-the-art voice conversion (VC) systems. The objective of the challenge was to perform speaker conversion (i.e. transform the vocal identity) of a source speaker to a target speaker while maintaining linguistic information. As an update to the previous challenge, we considered both parallel and non-parallel data to form the Hub and Spoke tasks, respectively. A total of 23 teams from around the world submitted their systems, 11 of them additionally participated in the optional Spoke task. A large-scale crowdsourced perceptual evaluation was then carried out to rate the submitted converted speech in terms of naturalness and similarity to the target speaker identity. In this paper, we present a brief summary of the state-of-the-art techniques for VC, followed by a detailed explanation of the challenge tasks and the results that were obtained."
"arXiv:1804.04813","Christos G. Bampis, Zhi Li, Alan C. Bovik","eess.IV","Perceptual video quality assessment models are either frame-based or video-based, i.e., they apply spatiotemporal filtering or motion estimation to capture temporal video distortions. Despite their good performance on video quality databases, video-based approaches are time-consuming and harder to efficiently deploy. To balance between high performance and computational efficiency, Netflix developed the Video Multi-method Assessment Fusion (VMAF) framework, which integrates multiple quality-aware features to predict video quality. Nevertheless, this fusion framework does not fully exploit temporal video quality measurements which are relevant to temporal video distortions. To this end, we propose two improvements to the VMAF framework: SpatioTemporal VMAF and Ensemble VMAF. Both algorithms exploit efficient temporal video features which are fed into a single or multiple regression models. To train our models, we designed a large subjective database and evaluated the proposed models against state-of-the-art approaches. The compared algorithms will be made available as part of the open source package in https://github.com/Netflix/vmaf."
"arXiv:1804.03505","Chethan Kumar Anjinappa, Ismail Guvenc","eess.SP","5G millimeter wave (mmWave) technology is envisioned to be an integral part of next-generation vehicle-to-everything (V2X) networks and autonomous vehicles due to its broad bandwidth, wide field of view sensing, and precise localization capabilities. The reliability of mmWave links may be compromised due to difficulties in beam alignment for mobile channels and due to blocking effects between a mmWave transmitter and a receiver. To address such challenges, out-of-band information from sub-6 GHz channels can be utilized for predicting the temporal and angular channel characteristics in mmWave bands, which necessitates a good understanding of how propagation characteristics are coupled across different bands. In this paper, we use ray tracing simulations to characterize the angular and temporal correlation across a wide range of propagation frequencies for V2X channels ranging from 900 MHz up to 73 GHz, for a vehicle maintaining line-of-sight (LOS) and non-LOS (NLOS) beams with a transmitter in an urban environment. Our results shed light on increasing sparsity behavior of propagation channels with increasing frequency and highlight the strong temporal/angular correlation among 5.9 GHz and 28 GHz bands especially for LOS channels."
"arXiv:1804.09618","Tomi Kinnunen, Kong Aik Lee, Hector Delgado, Nicholas Evans, Massimiliano Todisco, Md Sahidullah, Junichi Yamagishi, Douglas A. Reynolds","eess.AS","The ASVspoof challenge series was born to spearhead research in anti-spoofing for automatic speaker verification (ASV). The two challenge editions in 2015 and 2017 involved the assessment of spoofing countermeasures (CMs) in isolation from ASV using an equal error rate (EER) metric. While a strategic approach to assessment at the time, it has certain shortcomings. First, the CM EER is not necessarily a reliable predictor of performance when ASV and CMs are combined. Second, the EER operating point is ill-suited to user authentication applications, e.g. telephone banking, characterised by a high target user prior but a low spoofing attack prior. We aim to migrate from CM- to ASV-centric assessment with the aid of a new tandem detection cost function (t-DCF) metric. It extends the conventional DCF used in ASV research to scenarios involving spoofing attacks. The t-DCF metric has 6 parameters: (i) false alarm and miss costs for both systems, and (ii) prior probabilities of target and spoof trials (with an implied third, nontarget prior). The study is intended to serve as a self-contained, tutorial-like presentation. We analyse with the t-DCF a selection of top-performing CM submissions to the 2015 and 2017 editions of ASVspoof, with a focus on the spoofing attack prior. Whereas there is little to choose between countermeasure systems for lower priors, system rankings derived with the EER and t-DCF show differences for higher priors. We observe some ranking changes. Findings support the adoption of the DCF-based metric into the roadmap for future ASVspoof challenges, and possibly for other biometric anti-spoofing evaluations."
"arXiv:1804.09671","S. H. Alsamhi, Ou Ma, M. S. Ansari","eess.SP","This paper reviews the current development of artificial intelligence (AI) techniques for the application area of robot communication. The study of the control and operation of multiple robots collaboratively toward a common goal is fast growing. Communication among members of a robot team and even including humans is becoming essential in many real-world applications. The survey focuses on the AI techniques for robot communication to enhance the communication capability of the multi-robot team, making more complex activities, taking an appreciated decision, taking coordinated action, and performing their tasks efficiently."
"arXiv:1804.10278","Debayan Das, Shovan Maity, Baibhab Chatterjee, Shreyas Sen","eess.SP","In this emerging data-driven world, secure and ubiquitous authentication mechanisms are necessary prior to any confidential information delivery. Biometric authentication has been widely adopted as it provides a unique and non-transferable solution for user authentication. In this article, the authors envision the need for an in-field, remote and on-demand authentication system for a highly mobile and tactical environment, such as critical information delivery to soldiers in a battlefield. Fingerprint-based in-field biometric authentication combined with the conventional password-based techniques would ensure strong security of critical information delivery. The proposed in-field fingerprint authentication system involves: (i) wearable fingerprint sensor, (ii) template extraction (TE) algorithm, (iii) data encryption, (iv) on-body and long-range communications, all of which are subject to energy constraints due to the requirement of small form-factor wearable devices. This paper explores the design space and provides an optimized solution for resource allocation to enable energy-efficient in-field fingerprint-based authentication. Using Human Body Communication (HBC) for the on-body data transfer along with the analytics (TE algorithm) on the hub allows for the maximum lifetime of the energy-sparse sensor. A custom-built hardware prototype using COTS components demonstrates the feasibility of the in-field fingerprint authentication framework."
"arXiv:1804.10752","Shiyu Zhou, Linhao Dong, Shuang Xu, Bo Xu","eess.AS","Sequence-to-sequence attention-based models have recently shown very promising results on automatic speech recognition (ASR) tasks, which integrate an acoustic, pronunciation and language model into a single neural network. In these models, the Transformer, a new sequence-to-sequence attention-based model relying entirely on self-attention without using RNNs or convolutions, achieves a new single-model state-of-the-art BLEU on neural machine translation (NMT) tasks. Since the outstanding performance of the Transformer, we extend it to speech and concentrate on it as the basic architecture of sequence-to-sequence attention-based model on Mandarin Chinese ASR tasks. Furthermore, we investigate a comparison between syllable based model and context-independent phoneme (CI-phoneme) based model with the Transformer in Mandarin Chinese. Additionally, a greedy cascading decoder with the Transformer is proposed for mapping CI-phoneme sequences and syllable sequences into word sequences. Experiments on HKUST datasets demonstrate that syllable based model with the Transformer performs better than CI-phoneme based counterpart, and achieves a character error rate (CER) of \emph{$28.77\%$}, which is competitive to the state-of-the-art CER of $28.0\%$ by the joint CTC-attention based encoder-decoder network."
"arXiv:1804.09816","Alexander Cloninger, Stefan Steinerberger","eess.SP","We discuss the geometry of Laplacian eigenfunctions $-Δφ= λφ$ on compact manifolds $(M,g)$ and combinatorial graphs $G=(V,E)$. The 'dual' geometry of Laplacian eigenfunctions is well understood on $\mathbb{T}^d$ (identified with $\mathbb{Z}^d$) and $\mathbb{R}^n$ (which is self-dual). The dual geometry is of tremendous role in various fields of pure and applied mathematics. The purpose of our paper is to point out a notion of similarity between eigenfunctions that allows to reconstruct that geometry. Our measure of 'similarity' $ α(φ_λ, φ_μ)$ between eigenfunctions $φ_λ$ and $φ_μ$ is given by a global average of local correlations $$ α(φ_λ, φ_μ)^2 = \| φ_λ φ_μ \|_{L^2}^{-2}\int_{M}{ \left( \int_{M}{ p(t,x,y)( φ_λ(y) - φ_λ(x))( φ_μ(y) - φ_μ(x)) dy} \right)^2 dx},$$ where $p(t,x,y)$ is the classical heat kernel and $e^{-t λ} + e^{-t μ} = 1$. This notion recovers all classical notions of duality but is equally applicable to other (rough) geometries and graphs; many numerical examples in different continuous and discrete settings illustrate the result."
"arXiv:1804.07610","Paolo Carbone, Johan Schoukens","eess.SP","This paper considers least-square based estimation of the amplitude and square amplitude of a quantized sine wave, done by considering random initial record phase. Using amplitude- and frequency-domain modeling techniques, it is shown that the estimator is inconsistent, biased and has a variance that may be underestimated if the simple model of quantization is applied. The effects of both sine wave offset values and additive Gaussian noise are taken into account. General estimator properties are derived, without making simplifying assumptions on the role of the quantization process, to allow assessment of measurement uncertainty, when this least-square procedure is used."
